id	symbol	chr	strand	nprots	ntrans	SV	WT	SV_prots	WT_prots	min_skipped_exon	max_skipped_exon	min_skipped_bases	max_skipped_bases
ENSG00000138698	RAP1GDS1	4	+	15	21	99264413:99313103	99264413:99273627|99264413:99300168|99264413:99273627|99273753:99313103|99273753:99300168|99300315:99313103	ENSP00000424324	ENSP00000340454|ENSP00000369503|ENSP00000386153|ENSP00000386223|ENSP00000407157|ENSP00000421599	1	2	126	273
ENSG00000101150	TPD52L2	20	+	7	8	62514174:62518917	62514174:62517369|62517396:62518917	ENSP00000344647|ENSP00000351350	ENSP00000217121|ENSP00000340006	1	1	27	27
ENSG00000115020	PIKFYVE	2	+	7	9	209138778:209150450	209138778:209141436|209141555:209142261|209142433:209150450	ENSP00000308715	ENSP00000414477	2	2	291	291
ENSG00000105339	DENND3	8	+	13	22	142166070:142173432	142166070:142170731|142170887:142173432	ENSP00000410594|ENSP00000428276	ENSP00000262585|ENSP00000428714	1	1	156	156
ENSG00000103381	CPPED1	16	-	3	4	12758973:12875042	12758973:12798481|12798907:12875042	ENSP00000411127	ENSP00000371193	1	1	426	426
ENSG00000087087	SRRT	7	+	10	18	100485765:100486095	100485765:100485878|100485765:100485899|100486005:100486095	ENSP00000398618	ENSP00000314491|ENSP00000373445|ENSP00000391852|ENSP00000410588|ENSP00000416553	1	1	106	127
ENSG00000106648	GALNTL5	7	+	7	10	151668151:151699799	151668151:151680071|151680238:151684244|151684367:151699799	ENSP00000400106|ENSP00000411071	ENSP00000376548|ENSP00000392582	2	2	290	290
ENSG00000197037	ZSCAN25	7	+	5	10	99219198:99226814	99219198:99220172|99220264:99221680|99221804:99226814	ENSP00000262941	ENSP00000334800|ENSP00000377708	2	2	216	216
ENSG00000183675	PTPN20B	10	-	26	32	48755133:48827520	48755133:48771315|48771406:48774225|48774377:48792687|48792800:48795347|48795445:48798645|48798740:48827520	ENSP00000379033	ENSP00000424942	5	5	549	549
ENSG00000144674	GOLGA4	3	+	7	11	37376658:37379157	37376658:37378634|37378655:37379157	ENSP00000349305	ENSP00000354486|ENSP00000405842	1	1	21	21
ENSG00000178287	SPAG11A	8	+	8	8	7706366:7718168	7706366:7717869|7717945:7718168	ENSP00000316012	ENSP00000416991	1	1	76	76
ENSG00000260770	NKIRAS2	HG185_PATCH	+	9	10	40178893:40179906	40178893:40179280|40179394:40179906	ENSP00000455221|ENSP00000456949|ENSP00000457014|ENSP00000457286|ENSP00000462262	ENSP00000457265	1	1	114	114
ENSG00000087302	C14orf166	14	+	4	7	52458160:52465212	52458160:52460441|52460541:52465212	ENSP00000451751	ENSP00000261700|ENSP00000451715	1	1	100	100
ENSG00000187741	FANCA	16	-	22	32	89874776:89877337	89874776:89877115|89877211:89877337	ENSP00000443409	ENSP00000373952|ENSP00000373953|ENSP00000443675|ENSP00000456443|ENSP00000456722|ENSP00000456829	1	1	96	96
ENSG00000223465	LST1	HSCHR6_MHC_DBB	+	22	25	31537242:31538422	31537242:31537564|31537242:31537867|31537657:31538422|31537657:31537867|31537890:31538422	ENSP00000394834|ENSP00000447252	ENSP00000394815|ENSP00000396179|ENSP00000406625|ENSP00000447727	1	2	23	116
ENSG00000170921	TANC2	17	+	6	10	61493036:61497360	61493036:61495668|61495769:61497360	ENSP00000462109	ENSP00000374171|ENSP00000387593	1	1	101	101
ENSG00000236279	CLEC2L	7	+	2	3	139208864:139225067	139208864:139221020|139221095:139225067	ENSP00000428508	ENSP00000390661	1	1	75	75
ENSG00000169629	RGPD8	2	-	5	7	113163962:113175261	113163962:113170008|113170204:113174770|113174916:113175261	ENSP00000386511	ENSP00000306637|ENSP00000327486	2	2	342	342
ENSG00000182985	CADM1	11	-	11	20	115049496:115069126	115049496:115061608|115061662:115069126	ENSP00000439817	ENSP00000329797|ENSP00000440322	1	1	54	54
ENSG00000214954	LRRC69	8	+	4	7	92115073:92201750	92115073:92136721|92136848:92139316|92139389:92145338|92145534:92147896|92147968:92201750	ENSP00000343221	ENSP00000400803	4	4	468	468
ENSG00000132781	MUTYH	1	-	28	41	45798360:45800063	45798360:45798435|45798507:45798590|45798507:45798957|45798632:45798769|45798843:45798957|45798997:45799085|45799234:45800063|45799237:45800063|45799267:45800063|45799276:45800063	ENSP00000436430	ENSP00000346354|ENSP00000347685|ENSP00000361170|ENSP00000361172|ENSP00000361176|ENSP00000361182|ENSP00000361187|ENSP00000403655|ENSP00000407590|ENSP00000408176|ENSP00000409718|ENSP00000433130|ENSP00000434985	3	5	264	419
ENSG00000166833	NAV2	11	+	10	17	19901674:19913980	19901674:19905840|19905909:19913980	ENSP00000309577|ENSP00000353871|ENSP00000379394	ENSP00000379396|ENSP00000435395|ENSP00000443489	1	1	69	69
ENSG00000182578	CSF1R	5	-	5	9	149437156:149440425	149437156:149439263|149439426:149440425	ENSP00000422212	ENSP00000286301	1	1	163	163
ENSG00000057663	ATG5	6	-	4	6	106696120:106763976	106696120:106727536|106727699:106740903|106740982:106756239|106740982:106763976|106756367:106763976	ENSP00000353884	ENSP00000343313|ENSP00000358066|ENSP00000358072	2	3	242	370
ENSG00000263100	NCR1	HSCHR19LRC_COX1_CTG1	+	7	9	55342343:55344975	55342343:55344456|55342343:55344453|55342343:55344456|55344504:55344975	ENSP00000458756	ENSP00000459017|ENSP00000459242|ENSP00000461094|ENSP00000461547|ENSP00000471301|ENSP00000471679	1	1	48	51
ENSG00000108278	ZNHIT3	17	+	10	12	34842630:34848662	34842630:34842779|34842811:34848662	ENSP00000467184	ENSP00000467894	1	1	32	32
ENSG00000105538	RASIP1	19	-	2	4	49228218:49238453	49228218:49230042|49230146:49230264|49230416:49230650|49230688:49232194|49232848:49238453	ENSP00000471633	ENSP00000222145	4	4	948	948
ENSG00000196387	ZNF140	12	+	10	10	133660148:133682096	133660148:133670001|133670092:133682096	ENSP00000347755|ENSP00000389566|ENSP00000415499|ENSP00000444905	ENSP00000437913	1	1	91	91
ENSG00000144824	PHLDB2	3	+	9	15	111664205:111672777	111664205:111667779|111667923:111671419|111671560:111672777	ENSP00000420303	ENSP00000377500|ENSP00000377502|ENSP00000405292|ENSP00000405405|ENSP00000418296|ENSP00000418319	2	2	285	285
ENSG00000166145	SPINT1	15	+	9	12	41146285:41146837	41146285:41146595|41146721:41146837	ENSP00000455038|ENSP00000456015	ENSP00000342098|ENSP00000409935|ENSP00000457076	1	1	126	126
ENSG00000113163	COL4A3BP	5	-	5	7	74685513:74696030	74685513:74695135|74695213:74696030	ENSP00000261415|ENSP00000350046	ENSP00000369862|ENSP00000383996	1	1	78	78
ENSG00000003402	CFLAR	2	+	20	26	202005163:202010101	202005163:202007368|202007486:202010101	ENSP00000312455|ENSP00000339326|ENSP00000342809|ENSP00000347757|ENSP00000399420|ENSP00000411535|ENSP00000413270|ENSP00000469917|ENSP00000471805	ENSP00000398551	1	1	118	118
ENSG00000103313	MEFV	16	-	13	14	3297247:3306311	3297247:3298909|3297247:3298465|3297247:3304158|3297247:3298909|3298563:3298909|3299005:3299431|3299781:3304158|3299781:3306311|3299781:3301957|3299781:3304158|3302050:3306311|3302050:3304158|3304791:3306311	ENSP00000444471|ENSP00000460269|ENSP00000460551	ENSP00000219596|ENSP00000339639|ENSP00000437486|ENSP00000438611|ENSP00000438711|ENSP00000444178|ENSP00000444615|ENSP00000445079|ENSP00000458312	1	4	446	1177
ENSG00000130159	ECSIT	19	-	12	14	11618864:11623871	11618864:11621432|11621476:11623871	ENSP00000252440|ENSP00000270517|ENSP00000462957|ENSP00000466559|ENSP00000466762	ENSP00000465162	1	1	44	44
ENSG00000164694	FNDC1	6	+	3	4	159647613:159652914	159647613:159650847|159651036:159652914	ENSP00000333297|ENSP00000342460	ENSP00000297267	1	1	189	189
ENSG00000187260	WDR86	7	-	3	6	151079068:151092862	151079068:151082174|151082310:151092862|151082374:151092862	ENSP00000417512	ENSP00000335522|ENSP00000419162	1	1	136	200
ENSG00000203705	TATDN3	1	+	13	17	212970539:212981078	212970539:212976043|212970539:212977662|212976106:212977662|212977772:212977938|212977994:212981078	ENSP00000434428	ENSP00000355940|ENSP00000355941|ENSP00000431376|ENSP00000433755|ENSP00000434801	2	3	166	229
ENSG00000119004	CYP20A1	2	+	6	9	204131405:204143296	204131405:204137393|204131405:204137369|204137472:204143296	ENSP00000414831	ENSP00000348380|ENSP00000407860	1	1	79	103
ENSG00000230514	AGER	HSCHR6_MHC_MCF	-	11	15	32225685:32226454	32225685:32225813|32225840:32226454	ENSP00000449754	ENSP00000415144|ENSP00000446533	1	1	27	27
ENSG00000167977	KCTD5	16	+	2	5	2746045:2749822	2746045:2747907|2747999:2749822	ENSP00000456844	ENSP00000301738	1	1	92	92
ENSG00000065357	DGKA	12	+	21	49	56330352:56330801	56330352:56330437|56330641:56330801	ENSP00000328405|ENSP00000377703|ENSP00000385792|ENSP00000402307|ENSP00000446515|ENSP00000446605|ENSP00000447050|ENSP00000447460|ENSP00000448565|ENSP00000449923|ENSP00000450359|ENSP00000450608|ENSP00000450999|ENSP00000451266|ENSP00000451743|ENSP00000451814|ENSP00000452353	ENSP00000450977	1	1	204	204
ENSG00000149311	ATM	11	+	8	25	108175580:108180887	108175580:108178624|108178712:108180887	ENSP00000435524	ENSP00000278616|ENSP00000388058	1	1	88	88
ENSG00000187954	CYHR1	8	-	8	12	145678844:145690192	145678844:145689843|145689996:145690192	ENSP00000434470	ENSP00000387426	1	1	153	153
ENSG00000185945	NXF2B	X	-	5	6	101615774:101619712	101615774:101618184|101618367:101618901|101618974:101619574|101619617:101619712	ENSP00000361838	ENSP00000361835|ENSP00000361836|ENSP00000396447|ENSP00000413087	3	3	299	299
ENSG00000146678	IGFBP1	7	+	3	3	45930317:45932559	45930317:45931531|45931660:45932559	ENSP00000417069	ENSP00000275525	1	1	129	129
ENSG00000123178	SPRYD7	13	-	2	3	50502222:50510266	50502222:50505154|50505271:50510266	ENSP00000367437	ENSP00000354774	1	1	117	117
ENSG00000116001	TIA1	2	-	9	20	70454955:70456396	70454955:70456191|70454955:70455476|70455595:70456191|70456224:70456396	ENSP00000354838|ENSP00000399567|ENSP00000404023	ENSP00000282574|ENSP00000401371|ENSP00000413751|ENSP00000427794|ENSP00000430969	1	2	33	152
ENSG00000211454	AKR7L	1	-	3	4	19595196:19596945	19595196:19595766|19595866:19596077|19596174:19596945	ENSP00000402491|ENSP00000406430	ENSP00000411913	2	2	197	197
ENSG00000109046	WSB1	17	+	10	17	25628983:25631806	25628983:25630393|25630662:25631806	ENSP00000463621	ENSP00000262394|ENSP00000416112|ENSP00000462737|ENSP00000464109	1	1	269	269
ENSG00000185988	PLK5	19	+	3	4	1531883:1535064	1531883:1533930|1534041:1535064	ENSP00000465896	ENSP00000466248|ENSP00000468376	1	1	111	111
ENSG00000235017	C2	HSCHR6_MHC_COX	+	9	17	31889295:31892648	31889295:31889495|31889629:31891252|31891391:31892648	ENSP00000391314|ENSP00000396369	ENSP00000405800|ENSP00000410904|ENSP00000450387	2	2	273	273
ENSG00000128656	CHN1	2	-	11	18	175689247:175742568	175689247:175711608|175711686:175742568	ENSP00000386470	ENSP00000386741	1	1	78	78
ENSG00000230791	LST1	HSCHR6_MHC_SSTO	+	22	25	31545455:31546284	31545455:31545665|31545688:31546284	ENSP00000414728	ENSP00000399051	1	1	23	23
ENSG00000198400	NTRK1	1	+	5	10	156838440:156843425	156838440:156841415|156841548:156843425	ENSP00000436804	ENSP00000351486|ENSP00000357179|ENSP00000376120|ENSP00000431418	1	1	133	133
ENSG00000105676	ARMC6	19	+	20	20	19166206:19168225	19166206:19166600|19166738:19168225|19166787:19168225	ENSP00000446234	ENSP00000269932|ENSP00000376147|ENSP00000376148|ENSP00000444156|ENSP00000444265|ENSP00000444341	1	1	138	187
ENSG00000205916	DAZ4	Y	+	8	8	27015438:27041835	27015438:27029911|27029983:27041835	ENSP00000389300	ENSP00000401363	1	1	72	72
ENSG00000131069	ACSS2	20	+	12	25	33502241:33507238	33502241:33503021|33503060:33507238	ENSP00000337190|ENSP00000353804	ENSP00000253382	1	1	39	39
ENSG00000101842	VSIG1	X	+	3	5	107301432:107310166	107301432:107304658|107304766:107310166	ENSP00000217957	ENSP00000402219|ENSP00000407102	1	1	108	108
ENSG00000271039	KIR3DL1	HG1079_PATCH	+	6	6	55320825:55322968	55320825:55321570|55321855:55322968	ENSP00000474945	ENSP00000460083|ENSP00000473729|ENSP00000474290|ENSP00000474733|ENSP00000474903	1	1	285	285
ENSG00000243719	HLA-DMA	HSCHR6_MHC_COX	-	5	10	32839992:32843051	32839992:32840621|32840906:32843051	ENSP00000405208	ENSP00000404018	1	1	285	285
ENSG00000103355	PRSS33	16	-	4	4	2835963:2836503	2835963:2836090|2836123:2836503	ENSP00000460368	ENSP00000293851|ENSP00000458369|ENSP00000459051	1	1	33	33
ENSG00000174628	IQCK	16	+	10	16	19746773:19800160	19746773:19775170|19775223:19775357|19775435:19800160	ENSP00000309261	ENSP00000324901|ENSP00000406013|ENSP00000458669	2	2	131	131
ENSG00000082996	RNF13	3	+	15	16	149613358:149629765	149613358:149619859|149619950:149629765	ENSP00000417294	ENSP00000355268|ENSP00000418308|ENSP00000418863|ENSP00000420667	1	1	91	91
ENSG00000143537	ADAM15	1	+	13	33	155033309:155034380	155033309:155033894|155033309:155033891|155033966:155034380	ENSP00000352226|ENSP00000434227	ENSP00000349436|ENSP00000403843|ENSP00000432347	1	1	72	75
ENSG00000164828	SUN1	7	+	20	37	883158:889560	883158:888055|883158:889157|888253:889157|889241:889560	ENSP00000384116	ENSP00000388743|ENSP00000414279	1	2	84	282
ENSG00000241476	SSX2	X	-	2	3	52727139:52729493	52727139:52727836|52727982:52729493	ENSP00000338561	ENSP00000338796	1	1	146	146
ENSG00000262161	KIR2DS4	HSCHR19LRC_LRC_I_CTG1	+	2	2	55348465:55355949	55348465:55351633|55351684:55355949	ENSP00000460857	ENSP00000461258	1	1	51	51
ENSG00000129204	USP6	17	+	6	8	5049470:5051851	5049470:5050378|5050490:5051851	ENSP00000328010|ENSP00000461581	ENSP00000250066|ENSP00000305473|ENSP00000460380	1	1	112	112
ENSG00000125454	SLC25A19	17	-	14	15	73269721:73279504	73269721:73273434|73273565:73274233|73274417:73279504	ENSP00000462214	ENSP00000319574|ENSP00000385312|ENSP00000397818|ENSP00000402202|ENSP00000463795	2	2	315	315
ENSG00000266173	STRADA	17	-	16	23	61791469:61805694	61791469:61800658|61800687:61803998|61804056:61805694	ENSP00000462922	ENSP00000336655|ENSP00000463238	2	2	87	87
ENSG00000155621	C9orf85	9	+	6	6	74526753:74586421	74526753:74561922|74562029:74586421	ENSP00000433086	ENSP00000334289|ENSP00000366230	1	1	107	107
ENSG00000243156	MICAL3	22	-	16	22	18274068:18291610	18274068:18286577|18274068:18276495|18276561:18291610|18286628:18291610	ENSP00000416015	ENSP00000462107|ENSP00000463882	1	1	51	66
ENSG00000144504	ANKMY1	2	-	18	26	241448873:241452219	241448873:241451278|241451419:241452219	ENSP00000375848	ENSP00000272972|ENSP00000362417|ENSP00000375847|ENSP00000384555|ENSP00000385887	1	1	141	141
ENSG00000143774	GUK1	1	+	13	40	228335401:228336366	228335401:228336072|228336158:228336366|228336241:228336366	ENSP00000355689|ENSP00000403664	ENSP00000317659|ENSP00000355677|ENSP00000355679|ENSP00000355682|ENSP00000355683|ENSP00000355687|ENSP00000355691|ENSP00000375738|ENSP00000401832	1	1	86	169
ENSG00000229544	NKX1-2	10	-	2	2	126136717:126138299	126136717:126138040|126138106:126138299	ENSP00000451945	ENSP00000450924	1	1	66	66
ENSG00000262840	DNAH12	HG280_PATCH	-	8	10	57344979:57356371	57344979:57348522|57348660:57356371	ENSP00000461432|ENSP00000468360	ENSP00000460788|ENSP00000468524	1	1	138	138
ENSG00000165457	FOLR2	11	+	9	9	71927970:71931914	71927970:71929605|71927970:71929617|71927970:71928381|71928468:71929605|71929779:71931914	ENSP00000414094	ENSP00000321957|ENSP00000405638|ENSP00000443307	1	2	162	261
ENSG00000101290	CDS2	20	+	4	8	5107796:5159463	5107796:5154169|5107796:5155829|5154306:5155829|5155926:5157294|5157392:5159463	ENSP00000368352	ENSP00000403205|ENSP00000419879	2	3	195	332
ENSG00000233917	POTEB	15	-	2	4	22070611:22074596	22070611:22073121|22073259:22074596	ENSP00000457443	ENSP00000457689	1	1	138	138
ENSG00000231834	HLA-A	HSCHR6_MHC_MANN	+	4	8	29901184:29902232	29901184:29901283|29901400:29901840|29901873:29902015|29902063:29902232	ENSP00000391738	ENSP00000408986|ENSP00000450169	3	3	198	198
ENSG00000144455	SUMF1	3	-	6	9	4452663:4494560	4452663:4458812|4458927:4459694|4459817:4461748|4461831:4494560|4461831:4490950|4491025:4494560	ENSP00000410060	ENSP00000272902|ENSP00000373355|ENSP00000384977|ENSP00000404384|ENSP00000440421	3	4	321	396
ENSG00000101019	UQCC1	20	-	19	27	33962060:33981895	33962060:33969721|33969829:33971841|33969829:33981895|33971937:33980039|33971937:33981895|33980081:33981895	ENSP00000363501	ENSP00000363505|ENSP00000363506|ENSP00000380686|ENSP00000398531|ENSP00000399713	1	3	108	246
ENSG00000171346	KRT15	17	-	7	10	39673217:39674582	39673217:39673335|39673418:39674582	ENSP00000377544|ENSP00000377550|ENSP00000409282	ENSP00000254043|ENSP00000377546|ENSP00000466687	1	1	83	83
ENSG00000047648	ARHGAP6	X	-	9	11	11272828:11682361	11272828:11308503|11308599:11682361	ENSP00000338967|ENSP00000370094	ENSP00000370108|ENSP00000435767	1	1	96	96
ENSG00000135655	USP15	12	+	11	20	62719715:62749112	62719715:62743002|62743089:62749112	ENSP00000258123|ENSP00000377264	ENSP00000280377	1	1	87	87
ENSG00000171723	GPHN	14	+	12	17	67432043:67490350	67432043:67452399|67452456:67490350|67452456:67462894|67462936:67490350	ENSP00000303019|ENSP00000312771|ENSP00000417901|ENSP00000452220	ENSP00000438404|ENSP00000450706	1	2	57	99
ENSG00000168958	MFF	2	+	19	27	228205097:228211942	228205097:228207461|228207536:228211942	ENSP00000304898|ENSP00000415313|ENSP00000432447	ENSP00000302037|ENSP00000375912|ENSP00000431725	1	1	75	75
ENSG00000053371	AKR7A2	1	-	4	5	19632642:19634652	19632642:19633496|19633596:19633808|19633905:19634652	ENSP00000419936	ENSP00000235835	2	2	197	197
ENSG00000063127	SLC6A16	19	-	6	7	49809390:49812908	49809390:49812558|49812669:49812908	ENSP00000472191	ENSP00000472752	1	1	111	111
ENSG00000071889	FAM3A	X	-	17	21	153736679:153740181	153736679:153736805|153736929:153740181	ENSP00000401367	ENSP00000352955|ENSP00000358655|ENSP00000358657|ENSP00000377202|ENSP00000396243|ENSP00000396845|ENSP00000416146	1	1	124	124
ENSG00000100852	ARHGAP5	14	+	10	11	32563593:32615469	32563593:32586346|32563593:32586349|32563593:32586346|32586494:32615469	ENSP00000452606	ENSP00000371897|ENSP00000393307|ENSP00000441692|ENSP00000452222	1	1	145	148
ENSG00000112078	KCTD20	6	+	9	11	36447001:36449339	36447001:36447368|36447489:36449339	ENSP00000419118	ENSP00000362836|ENSP00000439118	1	1	121	121
ENSG00000135317	SNX14	6	-	12	19	86267779:86281855	86267779:86275050|86275138:86277252|86277296:86281855	ENSP00000257769|ENSP00000424302	ENSP00000313121|ENSP00000358641|ENSP00000420938|ENSP00000425387|ENSP00000425630|ENSP00000427380	2	2	132	132
ENSG00000172116	CD8B	2	-	6	6	87072082:87088946	87072082:87073807|87072082:87080120|87073897:87080120|87080210:87085180|87085540:87088946	ENSP00000394806	ENSP00000331172|ENSP00000340592|ENSP00000375070|ENSP00000377356	2	3	450	540
ENSG00000229861	MRPS18B	HSCHR6_MHC_MCF	+	2	5	30669135:30671738	30669135:30671119|30671179:30671738	ENSP00000398549	ENSP00000397790	1	1	60	60
ENSG00000108825	PTGES3L-AARSD1	17	-	7	7	41122360:41131187	41122360:41123624|41123714:41131187	ENSP00000386254	ENSP00000353355|ENSP00000386621|ENSP00000393019|ENSP00000407951|ENSP00000409924	1	1	90	90
ENSG00000127990	SGCE	7	-	9	11	94259154:94285302	94259154:94268653|94268761:94285302	ENSP00000265735|ENSP00000388734|ENSP00000397536|ENSP00000398930	ENSP00000405313	1	1	108	108
ENSG00000162148	PPP1R32	11	+	6	6	61254713:61257973	61254713:61257254|61257419:61257973	ENSP00000437511	ENSP00000344140|ENSP00000391560|ENSP00000441053	1	1	165	165
ENSG00000141956	PRDM15	21	-	9	17	43277439:43279701	43277439:43279140|43279338:43279701	ENSP00000381556|ENSP00000387958|ENSP00000390245|ENSP00000396943|ENSP00000408592|ENSP00000431410|ENSP00000444044	ENSP00000269844|ENSP00000415471	1	1	198	198
ENSG00000167995	BEST1	11	+	8	11	61725771:61727364	61725771:61726970|61727051:61727364	ENSP00000367281	ENSP00000367282|ENSP00000399709	1	1	81	81
ENSG00000169180	XPO6	16	-	11	23	28167849:28181071	28167849:28177829|28177907:28181071	ENSP00000459736	ENSP00000302790|ENSP00000457341	1	1	78	78
ENSG00000132470	ITGB4	17	+	9	14	73748659:73750657	73748659:73749846|73750056:73750657	ENSP00000344079|ENSP00000400217|ENSP00000405536|ENSP00000463651|ENSP00000464473	ENSP00000200181	1	1	210	210
ENSG00000167434	CA4	17	+	5	6	58234077:58235422	58234077:58234788|58234934:58235051|58235150:58235422	ENSP00000467465	ENSP00000300900	2	2	245	245
ENSG00000205085	FAM71F2	7	+	5	7	128315914:128320085	128315914:128317618|128317868:128320085	ENSP00000419649	ENSP00000367976|ENSP00000401654|ENSP00000418907|ENSP00000420140	1	1	250	250
ENSG00000070367	EXOC5	14	-	4	10	57706378:57713429	57706378:57710883|57711078:57713429	ENSP00000342100	ENSP00000389934	1	1	195	195
ENSG00000196092	PAX5	9	-	15	16	36840634:36923352	36840634:36846840|36840634:36882001|36846927:36882001|36846927:36923352|36882103:36923352	ENSP00000367078|ENSP00000429197	ENSP00000350844|ENSP00000367083|ENSP00000367084|ENSP00000404687|ENSP00000412188|ENSP00000429359|ENSP00000429404|ENSP00000430773	1	2	87	189
ENSG00000233164	C6orf136	HSCHR6_MHC_MANN	+	4	9	30659756:30663441	30659756:30662005|30662407:30663441	ENSP00000402805	ENSP00000415915	1	1	402	402
